,陳情內容,回覆單位,問題類別,張貼日期,修改日期,人氣指數,答覆內容
1038,勞基法規定的放假日，是否適用於托育人員(保母)？,高雄市政府社會局,社會,20161215,20161215,35,一、依據勞動部規定：凡從事受雇於家庭之服務工作者，如幫傭、保姆、清潔工等，係歸屬於個人服務業項下之家事服務業；而個人服務業中家事服務業之工作者目前不適用勞動基準法。二、勞基法規定的非全民放假之紀念日，如：勞動節、孔子誕辰紀念日、行憲紀念日等，托育人員並不適用，須由家長及托育人員雙方共同議定當日是否送托。三、洽詢電話：    社會局兒少科：3373379-80。
1039,有關公有零售市場公廁收費問題?,高雄市政府經濟發展局,經發,20140108,20151130,35,依據中央制定之『零售市場管理條例』第19條規定，有關市場之環境衛生管理工作，係由市場自治組織(簡稱自治會)負責，且其經費來源依同條第2項規定，市場自治組織執行市場管理事項之經費來源，可於其他服務收入，及『高雄市零售市場管理自治條例』第10條第1項第4款規定，市場自治會應聘僱必要之清潔人員，以維護市場環境衛生。故自治會為維護廁所清潔，僱用專門清潔人員，向使用者收取清潔費，符合使用者付費原則，於法令上並非不許可。如仍有疑問請洽詢市場管理處，聯絡電話：536-1527。
1040,104年7月後我的永久效期身心障礙手冊換發成身心障礙證明後，其效期有多長？,高雄市政府社會局,社會,20150521,20161215,34,依據身心障礙者權益保障法第14條規定，身心障礙證明最長有效期限為5年，故持永久效期身心障礙手冊換發身心障礙證明者，其證明有效期限為5年，且將依據您原持有之身心障礙手冊障礙類別及等級逕予換發最長年限5年身心障礙證明，無須至醫院進行鑑定；若您因新增障礙類別或障礙等級變更，則須依一般身心障礙證明申請流程至醫院進行鑑定；未換發前原持有之身心障礙手冊效力及原享有之福利將不受影響。
1041,如何申請籌組社區發展協會？,高雄市政府社會局,社會,20130313,20161121,34,一、申請條件：申請組織社區發展協會發起人，應有三十人以上年滿二十歲，設籍並居住所屬社區居民，且同一組織區域內，其名稱不得相同。二、申請應備文件如下：（一）申請書1份。（二）發起人身分證影印本黏貼單（依序浮貼）1份。（三）發起人（個人）名冊、章程草案、社區區域圖各1式4份。上述申請表件可由社會局網頁->社區發展協會->申請籌組文件下載。三、申請流程： 裝訂整齊後（裝訂順序為申請書、發起人名冊、身分證影本、章程草案、社區區域圖），逕送本市各區公所社會課（社經課）審查，再轉本市社會局。四、處理期限：許可審查60天內（申請資料完備無誤後起算）五、承辦單位：社會局人民團體科 六、聯絡電話：337-3409、337-3673、336-8333轉3849~3861
1042,役男辦理出境手續需要準備什麼證明文件？,高雄市楠梓區公所,兵役,20140115,20150204,34,役男(年滿18歲之翌年1月1日起，尚未履行兵役義務者)申請觀光名義出境，應由本人或成年之家屬於出境日期前一個月內提出申請。而役男申請出境所應需準備的證明文件如下： 1、國民身分證、印章（受委託人亦需備妥國民身分證、印章） 2、役男護照正本。3、委託書（委託非家屬代為申請者需檢附）。 4、未滿二十歲者需監護人身分證及印章。另滿19歲以上經核准在學緩徵之役男亦可至移民署臨櫃或以網路線上方式（https://niioa.immigration.gov.tw/ NIA_OnlineApply_inter/soldierApply/ soldierApplyForm.action）申請出境證明。
1043,托育人員(保母)在家收托小孩的收費金額及項目如何規範？,高雄市政府社會局,社會,20161215,20161215,33,"一、依據本市「居家式托育服務收退費項目及基準」規定，在宅托育人員收取托育費用之基準如下：(一)在宅日間托育：以每週收托5日，每日收托12小時計算，收取的托育費用上限為每月17,000元。（大多每月收費15,000元）(二)在宅全日托育：以每週收托5日，每日收托24小時計算，收取的托育費用上限為每月24,000元。（大多每月收費23,000元)(三)托育時數或天數若未達或超出上述所定收托時數或天數，托育費用可參考平均每日托育費用(上限除以30日)增減計算，以下為常見時數之收費上限：1.每週5日，每日11小時：16,000元2.每週5日，每日10小時：15,000元3.每週6日，每日12小時：19,000元4.每週6日，每日11小時：18,000元5.每週6日，每日10小時：17,000元二、托育人員收費項目有：(一)應收項目：托育費用、副食品。(二)得收項目：獎金、延托費、臨托費。三、三節禮金或年終獎金屬於得收項目，並非必須支付之項目，得以禮金或禮盒之形式表達心意，須由家長與托育人員雙方協議另行約定。四、洽詢電話：    托育服務諮詢專線：3943322或社會局兒少    科：3373379-80。五、完整之收退費項目及基準與說明，及常用收托時數收費上限，可上網查詢。（社會局網站：http://socbu.kcg.gov.tw首頁／托育福利／居家服務登記制／居家式托育服務收退費基準）"
1044,有關警察局守望相助隊協勤單位(人員)福利濟助及配發裝備規定？,高雄市政府警察局,警政,20120509,20161206,33,一、守望相助隊之福利濟助計有警安基金、團體意外險、服勤傷亡醫療慰問補助、協勤誤餐費、績優獎勵金、內政部社區治安營造補助等，至裝備部分需由守望相助隊自行購置，相關細節內容如下：（一）福利：1、個人部分（1）執行職務發生傷亡時得依「警察消防海巡空勤人員及協勤民力安全基金設置管理條例」之規定發給濟助金。（2）投保志工團體意外保險（保險範圍為守望相助隊員於執勤及往返執勤之路程途中意外事故死亡或殘障，保額為300萬元）。（3）協勤發生意外傷亡可依各縣市政府自行訂頒「守望相助巡守隊人員服勤傷亡醫療慰問補助標準」發給醫療補助或傷亡慰問金。（4）依實際協勤時數報領協勤誤餐費（目前為每隊依里、社區戶籍人口數多寡每天可報領2至4個時段，每一時段2名、每名70元，預算金額調整時，隨之調整；另警察局得修訂相關協勤誤餐費核發標準，另增加?守面積比例核發標準）。2、團體部分：（1）績優守望相助隊獎勵金：每年評核一次，經警察局評列績優單位，依警察局年度預算額度酌發工作獎勵金。（2）內政部社區治安營造補助：各績優守望相助隊每年上、下半年均可向轄區警察分局提出申請「內政部社區治安營造補助」，由警察局彙整提縣市政府聯合推動小組辦理初審後函報內政部複審，經核定後由內政部予以現金補助，惟每年以補助一次為限。二、 裝備：（一）按內政部87年3月10日訂頒「建立全國社區治安維護體系－守望相助再出發推行方案」規定：執行守望相助巡守勤務所需之無線電、電警棒等管制裝備由內政部購買配發外，其餘一般裝備由守望相助隊自行購置；又依本市守望相助隊組織章程第十八條規定：守望相助隊購置裝備經費，由評核績優獎金、市政府經費補助、內政部補助費、專戶孳息及熱心公益人士捐助等支應。（二）另經縣市府考量財政狀況及施政優先順序後，編列是項裝備經費預算，購置充實各隊裝備。
1045,新聞局出版品有哪些種類可供民眾索閱？,高雄市政府新聞局,新聞,20130311,20151119,33,因應電子數位化時代趨勢，新聞局定期發行「高雄款電子期刊」，每月發行一次，介紹高雄建設、人文風貌、觀光旅遊等資訊，民眾可至新聞局官網(http://kcginfo.kcg.gov.tw/)瀏覽訂閱。為滿足非網路閱讀群眾需求，新聞局另將每兩期「高雄款電子期刊」內容編印為「高雄款」紙本雙月刊。此外，新聞局定期發行「海洋首都高雄中英文雙月刊」，以中英文雙語對照方式，報導本市國際交流、重要公共政策、人文藝術、觀光旅遊、特色美食等相關資訊，期使定居本市、旅遊之外籍友人深入了解高雄。
1046,戶政事務所於九十二年七月一日仍繼續辦理印鑑登記及印鑑證明時，自然人申辦動產擔保交易登記應檢附之『印鑑證明文件』為何？,高雄市政府經濟發展局,經發,20130306,20151228,32,財政部金融局92年5月22日台財融（一）字第0920024066號函說明二：「有關自然人申辦動產擔保交易登記應檢附之『印鑑證明文件』，改以『契約用印』替代措施乙節，仍請繼續實施。」另有動產擔保交易登記相關疑問，可洽詢承辦單位本府經濟發展局工業輔導科陳小姐（洽詢電話:07-3368333轉3162）。
1047,金獅湖風景區 蝴蝶生態園區開放時間及交通位置？,高雄市政府觀光局,觀光,20120730,20130312,32,網站: http://twup.org/khbutterfly/服務時間：08:30 至 16:30 (週一休園) 預約電話：07-3475317 傳真電話：07-3108142地址：高雄市三民區鼎金一巷25號交通方式：1. 自行開車：九如交流道下高速公路，循九如一、二路至民族路右轉北行，至鼎新橋前轉天祥路可抵。2. 大眾運輸：(1)高雄市公車金獅湖站33、17、224、72、76、77、79、91、92號。(2)捷運紅線巨蛋站下轉搭接駁公車紅3，金獅湖站下車。
1048,原住民族地區原住民就醫及長期照護資源(含社福機構)使用交通費補助計畫條文,高雄市政府衛生局,衛生,20130124,20170630,32,第一條	    本辦法依原住民族基本法(以下稱本法)第二十四條第三項規定訂定之。第二條	    申請本法第二十四條第三項規定之補助，依本辦法規定辦理。第三條	    申請醫療或社會福利資源使用交通費用補助(以下稱交通費補助)之對象，應符合下列規定：       一、	本法第二條第二款所定之原住民。       二、居住於附表一之山地或平地原住民鄉(鎮、市)、區，且其居所之所屬鄉(鎮、市)、區(以下稱居住地)，無適當醫療或長期照顧 (以下稱長照)機構以提供所需之醫療或長照服務者。第四條	    符合下列項目之一者，得申請交通費補助：      一、轉診就醫：指經居住地醫療機構醫師診療並評估，轉診至其他適當醫療機構治療。      二、重大傷病就醫：指具全民健康保險重大傷病證明，因該證明所列疾病，至適當醫療機構治療。      三、緊急傷病就醫：指因緊急傷病至適當醫療機構急診治療，及經該醫療機構治療後認有回診必要之追蹤就醫。      四、入住住宿式長照機構：指因失能或失智，入住長期照顧服務法第二十一條所定機構住宿式服務之長照機構。第五條	    交通費補助金額，依前條就醫之醫療機構或入住之長照機構，與補助對象居所之距離計算。實際距離認定，由直轄市、縣(市)政府為之。前項距離、金額及次數之基準，如附表二。第六條	 交通費補助所需費用，應由直轄市、縣(市)政府編列預算支應。中央目的事業主管機關補助直轄市、縣(市)政府前項費用，應依中央對直轄市及縣(市)政府補助辦法第九條之規定辦理。第七條	    交通費補助之申請，由補助對象或其法定代理人，於就醫日或住宿式長照機構入住日起三個月內，向居住地直轄市、縣(市)政府提出。前項申請得由補助對象或其法定代理人以書面委託他人辦理。第八條	 前條申請，應檢具下列文件之影本：     一、戶口名簿或戶籍謄本；其居所與戶籍所在地不同者，另檢具居所村(里)長開立之居住事實證明。     二、全民健康保險特約醫療機構之當次就醫或入住之長照機構繳費收據。     三、下列文件之一：      (一)轉診就醫者：居住地醫療機構開立之健保轉診單，及接受轉診醫療機構之回復單；其因慢性疾病轉診就醫者，得僅檢具該年度初次轉診就醫之轉診單。      (二)重大傷病就醫者：該年度初次就醫六個月內開立之診斷證明書。      (三)緊急傷病回診追蹤就醫者：該次緊急傷病就醫醫療機構門診預約單。前項文件，直轄市、縣(市)政府得要求申請人提出正本核對。第九條	  直轄市、縣(市)政府就申請交通費補助案件之審核程序如下：    一、收件日起一個月內完成審核，並通知申請人審核結果；不予補助者，應載明理由。    二、核定日起一個月內，完成補助款之核撥。第十條	    依本辦法申請交通費補助，與依其他法令規定申請相同性質之補助者，僅得擇一補助。第十一條	    違反前條規定重複領取、以詐術或其他不正當方法申請或領取交通費補助者，直轄市、縣(市)政府應不予補助、視其情節撤銷或廢止補助。    經前項撤銷或廢止者，得依行政程序法第一百二十七條之規定，以書面行政處分確認返還範圍，並限期命補助對象返還之。第十二條	   本辦法自中華民國一百零五年一月一日施行。
1049,如何申請化粧品檢驗？,高雄市政府衛生局,衛生,20130121,20150326,32,申請化粧品檢驗者，請備妥下列相關文件及檢驗化粧品所需數量，洽高雄市政府衛生局藥政科辦理：1.申請檢驗者應備文件：(1)國民身分證(正本核對後發還)及印章。(2)填寫申請書及切結書：申請書應註明購/取得化粧品之商號名稱、地址、時間及送驗原因。(3)購/取得之詳細來源資料或憑證(不受理自行從國外攜帶入境之產品)。(4)若委託他人申請送驗，須檢附委託書。2.應提供化粧品原包裝送驗，所需檢體數量：(1)膏劑及霜劑：30公克以上。(2)粉劑：25公克以上。(3)液劑：50cc以上。(4)固形製劑：25公克以上。若另有疑義，敬請洽高雄市政府衛生局6樓藥政科(高雄市苓雅區凱旋二路132-1號)，電話07-7134000(分機6233、6234)。
1050,我的寶寶要送托，如何找托育人員(保母)？,高雄市政府社會局,社會,20161215,20161215,32,一、家中的小朋友要送托居家托育人員照顧，可透過下列管道尋找符合需求的合法托育人員：(一)衛生福利部社會及家庭署「托育人員登記管理資訊網」(https://cwisweb.sfaa.gov.tw/)。(二)本市各區居家托育服務中心：1.第一區：社團法人高雄市第一褓姆協會承辦，轄區：鳳山區，電話：7657367、7657368。2.第二區：美和科技大學承辦，轄區：三民西區、鼓山、旗津、前金、鹽埕、大寮、大樹、大社、仁武、林園、鳥松等區，電話： 2817590、第二據點：7836006。3.第三區：財團法人伊甸社會福利基金會承辦，轄區：美濃、旗山、內門、六龜、甲仙、杉林、茂林、桃源、那瑪夏等區，電話： 6614370。4.第四區：樹德科技大學承辦，第一轄區：三民東區、苓雅區，電話：7137686、7137612，電話：3850257。第二轄區：茄萣、路竹、燕巢、永安、彌陀、湖內、阿蓮、田寮、岡山等區，電話：6158185。5.第五區：樹德科技大學承辦，轄區：楠梓、左營、橋頭、梓官等區，電話： 5882855。6.第六區：美和科技大學承辦，轄區：新興、小港、前鎮等區，電話：2373487、2368974。
1051,找托育人員(保母)要注意的事項？,高雄市政府社會局,社會,20161215,20161215,32,一、找居家托育人員（保母），應注意的事項：(一)釐清托育需求：家長應評估送托時段、送托路程、預定花費之托育金額及托育期待。(二)確認居家托育人員是否合法：確認居家托育人員是否領有「居家式托育服務登記證書」，且收托人數符合相關規定。(三)事前溝通，審慎觀察：藉由與托育人員口頭溝通、觀察其本人言行舉止、照顧觀念及方式，並實地查看居家托育環境安全、家庭成員作息概況及居家托育人員目前托育狀況。(四)了解居家式托育服務收退費項目及基準，約定合宜之收費金額：本市居家式托育服務收退費項目及基準，明定在宅日間及全日托育每月托育費用上限(可至社會局網站—http://socbu.kcg.gov.tw/>托育福利>居家式托育服務收退費基準)，另簽訂契約後，托育人員不得擅自調高收費總額。	(五)與居家托育人員簽訂「托育契約書」：決定送托後，為加強雙方信任關係，請釐清與居家托育人員間之權利義務，並將雙方合意的事項用文字詳細記載於契約書中，以避免日後因期待落差衍生爭議。二、洽詢電話：托育服務諮詢專線：3943322或社會局兒少科：3373379-80。
1052,身心障礙者生活補助申請資格及補助標準為何？,高雄市楠梓區公所,社會,20160217,20160217,32,"設籍並實際居住本區領有本市核發之身心障礙手冊，且符合下列條件者：一、設籍並實際居住於高雄市且最近一年居住國內超過183日。二、家庭總收入平均每人每月未達29,967元。三、全家存款本金及有價證券價值合計未超過：一人時為200萬元；每增加1人，增加25萬元。四、全家不動產未超過650萬。五、未接受政府其他生活補助亦未經收容安置。六、未領有政府提供之其他生活補助或津貼者，惟低收入戶生活扶助及榮民就養金不在此限。七、補助標準：（一）列冊低收入戶之極重度、重度及中度障礙者，每人每月核發8,499元；輕度障礙者每人每月核發4,872元。（二）極重度、重度及中度障礙者每人每月核發4,872元，輕度身心障礙者每人每月核發3,628元。"
1053,請問動物園全面禁煙嗎？,高雄市政府觀光局,觀光,20120730,20151116,31,本園區全面禁煙。配合菸害防治法，違者最高可罰新台幣一萬元。如有相關問題，請洽07-5215187分機519高小姐詢問。
1054,我原本到收托兒童家裡照顧小孩，可以改在自宅收托嗎？,高雄市政府社會局,社會,20161215,20161215,31,一、提供居家式托育服務者之類型分為兩類：(一)在宅托育服務：即托育人員於服務登記處所（如自宅）提供托育服務。(二)到宅托育服務：即托育人員至兒童住所或其他指定處所提供托育服務。二、到宅托育人員若要在自宅收托，屬於變更托育服務類型，須申請換發居家式托育服務登記證書。三、托育人員應事先填具申請書，並檢附原服務登記證書及相關變更事項之證明文件至所屬本市居家托育服務中心申請變更，由中心進行托育環境安全檢核通過，並由社會局核准後，始得於變更後之服務登記處所提供托育服務。四、洽詢電話：托育服務諮詢專線：3943322或社會局兒少科：3373379-80。
1055,大東文化藝術中心地下停車場每日開放時間？,高雄市政府文化局,文化,20121217,20140110,31,每日06：00-23：00
1056,『工廠』原則採一次登記制，惟在何種情形下，應於設廠前取得設立許可？,高雄市政府經濟發展局,經發,20130306,20151228,31,1.依法律規定，設廠應經工業主管機關許可者。 2.基於工業均衡發展、資源合理利用或節約能源等政策，經中央主管機關公告應經其許可者。3.依據經濟部100年5月9日經工字第10004602690號公告:以鐵礦為原料之高爐鋼鐵工廠及石油化工原料製造業工廠，其新設前應取得主管機關之設立許可，並自公告日起6個月後生效；再按經濟部103年1月13日經工字第10204607600號公告:訂定「位於經濟部公告嚴重地層下陷地區內之工廠，為工廠管理輔導法第十一條第二款於設廠前應取得主管機關之設立許可(已通過環評之產業聚落或工廠者除外)之情形」，並自中華民國一百零三年七月一日生效。並依據經濟部94年12月15日公告之嚴重地層下陷地區，本市全區尚無位於經濟部公告之嚴重地層下陷之區域內。另有工廠登記相關疑問，可洽詢承辦單位本府經濟發展局工業輔導科雲小姐（洽詢電話:07-3368333轉2160）。
1057,何謂母嬰親善停車格？,高雄市政府交通局,交通,20151229,20161221,30,本市規劃在市府行政中心、醫院、公園周邊，劃設懷孕婦女優先使用之親善停車位，懷孕婦女於領取「懷孕婦女親善資源手冊-袋鼠媽媽秘笈」時，可於手冊內頁取得「懷孕婦女親善汽(機)車停車證」作為身分識別用，透過本項措施宣導民眾禮讓懷孕婦女優先使用停車格，並同時號召企業、百貨公司一同響應設置，提醒您本項停車措施係為宣導民眾禮讓懷孕者，使用懷孕婦女停車位仍需依規定繳納停車費用。  母嬰親善停車位查詢：本府交通局網站首頁 〉 便民服務 〉 表單下載〉懷孕婦女及母嬰親善停車位設置一覽表
1058,請問哪個單位有在辦理持證廚師衛生講習課程？,高雄市政府衛生局,衛生,20130124,20161111,30,目前本市辦理持證廚師再教育衛生講習之機構名冊及聯絡單位等資訊，請詳見高雄市政府衛生局全球資訊網（網址http://khd.kcg.gov.tw/Main.aspx?sn=343)，歡迎電話詢問辦理之日期及費用或上網（中華民國廚師證書資訊管理系統）http://chef.fda.gov.tw/tblu/main/ap/index.jsp查詢。
1059,衛福部公告自103年起4月1日起，國家公園、國家自然公園、風景特定區及森林遊樂區之指定區域與公園綠地為除吸菸區外，不得吸菸之場所，故在該場所吸菸者可罰多少錢？,高雄市政府衛生局,衛生,20150319,20151221,29,"依據菸害防制法第 16 條 1 項第 4 款規定：「其他經各級主管 機關指定公告之場所及交通工具，除吸菸區外，不得吸菸； 未設吸菸區者，全面禁止吸菸」，故依法得設置吸菸區。違反者，依同法第31條第1項規定，處新臺幣2,000元以上1萬元以下罰鍰。相關資訊可至-高雄市政府衛生局網站查詢http://khd.kcg.gov.tw/〈首頁  / 主題館 / 健康百科  / 健康管理科衛教宣導〉或來電07-7230805、07-7230825。"
1060,如何申請籌組人民團體？,高雄市政府社會局,社會,20130313,20161128,29,一、申請條件：申請組織社會團體發起人應有三十人以上年滿二十歲，設籍或工作於本市，並分布於本市十三個行政區以上。二、申請應備文件：（一）申請書一式2份（1份正本、1份影本）。（二）發起人名冊一式2份（1份正本、1份影本）。（三）全體發起人身分證正反面影本1份(倘發起人非設籍於本市，請另附工作地證明)。（四）發起人區域分布概況一覽表1份。（五）章程草案一式2份。（六）其他依規定之必要文件：        1.申請團體名稱涉及專門學術者，發起人應檢附具有專門學術之資格證明。        2.國際團體應附總會申請籌組同意函。        3.申請團體名稱、宗旨、任務涉及宗教者，另附以下文件：  　    （１）教義及經典。  　    （２）教主及其生平事略。  　    （３）宗教儀規。  　    （４）傳教沿革。      4.申請校友會請檢附學校同意函。     上述申請表件可由社會局網站-http://socbu.kcg.gov.tw/-下載專區-(分類)人民團體- 社團申請書下載使用。三、處理期限：籌組許可審查60天內（申請資料完備無誤後起算）四、承辦單位：社會局人民團體科  五、聯絡電話：337-3409、337-3673、336-8333轉3849~3861六、受理方式：統一收發管制  七、申請方式：  　 （一）郵寄（高雄市苓雅區四維三路2號10樓）　 （二）親自到場辦理
1061,後備軍人退伍令遺失，如何申請補發？,高雄市楠梓區公所,兵役,20121217,20121217,28,一、由當事人持身分證正本、印章至戶籍地縣市後備指揮部辦理。如委託他人辦理，持受託人身分證正本、印章及當事人身分證正本、印章至戶籍地縣市後備指揮部辦理。亦可至鄰近縣市後備指揮部辦理（即異地申請辦理）。二、高雄市後備指揮部 地址：高雄市三民區武功巷52號；電話：（07）3725915
1062,83年次以後大專校院在學學生申請兩階段常備兵役軍事訓練如何申請？應檢附文件為何？,高雄市楠梓區公所,兵役,20121217,20150204,27,一、83年次以後出生役男經徵兵檢查合格者，依法須徵集入營接受4個月軍事訓練。（即役期為4個月，區分為入伍及專長訓練）惟就讀大專院校在學學生，依照101年10月31日修正發布徵兵規則第26條之規定，得依其意願，於就讀大學第一學年或五專第三學年當年自註冊取得學籍起至11月15日前向戶籍地區公所申請於大學第一學年、第二學年或五專第三學年、第四學年暑假，接受兩階段軍事訓練。另就讀國外大學之役男並未排除，在學校課程可以配合下，仍得依其志願，申請接受兩階段軍事訓練。二、申請兩階段軍事訓練應準備文件如下：（一） 學生證正反面影本或在學證明影本（如為國外或大陸地區須經驗證）。（二） 役男及法定代理人（家長）印章。（三） 委託其他成年家屬代為申請時，受委託人之相關證明文件。
1063,新聞局出版品的索取方式與地點？,高雄市政府新聞局,新聞,20130311,20151119,27,一、高雄款電子期刊：高雄款電子期刊可至新聞局官網（http://kcginfo.kcg.gov.tw/)瀏覽、訂閱。二、高雄款紙本期刊：（一）自行索閱：可至高雄市政府(四維行政中心)聯合服務中心、高雄市各區公所服務台、駁二藝術特區、美術館、旅遊服務中心、市立圖書館暨各分館、各捷運站等公共場域免費索閱。（二）郵寄訂閱：國內郵寄，一期一本郵資10元郵票（一年份為60元郵票），可親送或郵寄至：高雄市苓雅區四維三路2號2樓　新聞局「高雄款」編輯部收。（並註明「索取高雄款」字樣）請敘明收件人姓名、地址、電話（或留e-mail帳號），當最新刊物出版時，新聞局將主動寄送。三、海洋首都高雄中英文雙月刊：紙本期刊可於高雄市政府(四維行政中心)聯合服務中心、捷運站、文化中心、歷史博物館、電影圖書館、美術館、本市觀光旅館、旅遊服務中心及本市設有華語中心之大專院校等地點免費索閱。電子期刊請上新聞局網站閱覽，各期連結為http://goo.gl/Qd6Jj5
1064,請問高雄市計程車費率？,高雄市政府交通局,交通,20151229,20161228,26,一、平日起跳1.5公里85元，續跳 250公尺5元，延滯計時 時速5公里以下累計3分鐘5元，夜間加成 23：00~翌日6：00按日間加2成，開行李箱加收10元二、春節加成：自除夕前二日起至年假結束之期間，按錶計費，全天再加收50元，加成天數最低為10天(依春節假期末日往前推算)。三、高雄市計程車共乘收費：＊高鐵左營站—義大世界 及 高鐵左營站—義大醫院                   (一)1人，360元 (二)2人，每人分攤225元 (三)3人，每人分攤150元 (四)4人，每人分攤115元    (五)5人，每人分攤100元 (六)7人座第3排者，車資酌減15元。實施日期:104.1.1日起＊高鐵左營站—佛陀紀念館(一)1人，650元 (二)2人，每人分攤320元 (三)3人，每人分攤210元 (四)4人，每人分攤160元    (五)5人，每人分攤125元 (六)7人座第3排者，車資酌減20元。實施日期:104.2.18日起＊義大世界—佛陀紀念館(一)1人，250元 (二)2人，每人分攤155元 (三)3人，每人分攤105元 (四)4人，每人分攤80元 (五)5人，每人分攤70元 (六)7人座第3排者，車資酌減10元。  實施日期:104.2.18日起營運車隊:中華大車隊(申訴電話:713-1000)、台灣大車隊 申訴電話:(手機)55688  (市話)405-88888◎捷運南岡山站-大崗山風景區   (一) 1人，350元 (二)2人，每人分攤210元 (三)3人，每人分攤150元(四)4人，每人分攤120元(五)5人， 每人分攤105元 (六)7人座第3排者 車資酌減15元 ◎捷運南岡山站-興達港(情人碼頭)(一) 1人，500元(二)2人，每人分攤300元 (三)3人，每人分攤215元(四)4人，每人分攤175元(五)5人， 每人分攤150元 (六)7人座第3排者 車資酌減15元 ◎捷運南岡山站-月世界(一) 1人，500元(二)2人，每人分攤315元 (三)3人，每人分攤225元(四)4人，每人分攤180元(五)5人， 每人分攤155元(六)7人座第3排者 車資酌減15元 ◎捷運南岡山站-空軍機校(巨輪校區)  捷運南岡山站-空軍官校(介壽校區) (一) 1人，150元(二)2人，每人分攤75元 (三)3人，每人分攤50元(四)4人，每人分攤40元(五)5人， 每人分攤30元 (六)7人座第3排者 車資酌減15元營運業者 南岡山計程車管理委員會 實施日期 105年1月23日起申訴電話 0958-499-030
1065,以「榨乳機」辦理動產擔保抵押登記，其登記機關為何？,高雄市政府經濟發展局,經發,20130306,20140107,25,財政部金融局92年10月8日台財融（一）字第0920044921號書函說明二：「『榨乳機』可歸類為動產擔保交易標的物品類表第九類農業機械設備第三項收穫及調製用機械－各種收穫機、脫粒機、動力切草機、榖類乾燥機及設備、種子選別機、飼料調製機、擠乳機，爰得依動產擔保交易法施行細則第三條第一項第一款『機器設備工具原料半製品及成品，其所在地在直轄市者，以直轄市政府為登記機關；在直轄市以外區域者，以經濟部工業局為登記機關』之規定，向登記機關辦理登記」。另有動產擔保交易登記相關疑問，可洽詢承辦單位本府經濟發展局工業輔導科詹小姐（洽詢電話:07-3368333轉2161）。
1066,合作社應如何申請籌組？,高雄市政府社會局,社會,20130313,20161121,25,一、申請人應備文件（各1式3份）：（一）發起組織申請書暨審查表。（二）籌組計畫書。（三）發起人身分證影本（7人以上）及主管機關認為有必要之其他資料。（四）章程草案。 上述申請表件可由社會局網頁->合作社->申請籌組合作社下載。二、處理期限：許可審查60天內（申請資料完備無誤後起算）三、承辦單位：社會局人民團體科 四、聯絡電話：337-3409、337-3673、336-8333轉3849~3861 五、受理方式：統一收發管制 六、申請方式：  （一）郵寄（高雄市苓雅區四維三路2號10樓）。  （二）親自到本局辦理 。
1067,高雄市公費流感抗病毒藥劑合約醫療機構。,高雄市政府衛生局,衛生,20130306,20161115,25,請至高雄市政府衛生局全球資訊網（http://khd.kcg.gov.tw/）／流感防治資訊／NEW~本市105年公費流感抗病毒藥劑合約院所名單(共計535家)，歡迎下載使用！
1068,役男因就讀高中（職）、大專，應如何辦理緩徵？有無年齡限制？,高雄市楠梓區公所,兵役,20121217,20150204,25,一、申請緩徵之學生，學校應依學生戶籍地分別繕造申請緩徵學生名冊，於註冊截止之日起一個月內，送本府兵役局審查核予緩徵。二、經核准緩徵之學生，延長其修業年限者，學校應於次學期註冊截止之日起一個月內，繕造名冊送本府兵役局繼續緩徵。前項學生留級、復學、轉學或轉系、轉科而影響原核准修業年限者，均應重新辦理緩徵。三、就讀大專校院以下進修學校者，最長可緩徵至二十八歲，餘可緩徵至三十三歲止。
1069,動物園開放時間？,高雄市政府觀光局,觀光,20120730,20151116,24,每日上午9時至下午5時（下午4時30分停止售票入園）。每週一及除夕休園。若週一適逢國定假日則照常開放。如有相關問題，請洽07-5215187分機521遊客服務中心詢問。
